condition,response,row_number,array_size_condition,index_array_size_condition,index_observation,index_utterance,id
0,"['all', 'most', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,28,21
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,21
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,21
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,21
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,21
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,21
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,21
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,21
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,29,21
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,21
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,21
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,21
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,21
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,21
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,21
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,26,21
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,20
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,20
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,20
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,20
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,20
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,20
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,20
1,"['most', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,18,20
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,20
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,20
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,20
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,20
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,20
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,20
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,20
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,20
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,20
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,20
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,20
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,20
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,19
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,16,19
0,"['some', 'none', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,8,19
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,20,19
0,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,19
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,19
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,19
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,19
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,12,19
0,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,24,19
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,19
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,19
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,19
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,19
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,19
1,"['none', 'all', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,6,19
1,"['most', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,18,19
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,6,18
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,18
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,18
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,18
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,18
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,18
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,18
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,18
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,18
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,18
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,18
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,18
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,18
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,18
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,18
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,29,18
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,18
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,18
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,18
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,18
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,17
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,17
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,17
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,17
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,17
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,17
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,17
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,29,17
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,17
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,17
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,17
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,17
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,17
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,17
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,17
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,17
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,17
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,17
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,17
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,17
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,16
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,16
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,16
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,16
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,16
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,16
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,16
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,16
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,16
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,16
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,16
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,6,16
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,16
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,10,16
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,6,16
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,6,16
1,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,20,16
0,"['most', 'most', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,21,16
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,20,16
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,15
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,15
0,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,26,15
0,"['most', 'some', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,19,15
1,"['most', 'some', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,18,15
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,20,15
0,"['some', 'some', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,11,15
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,15
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,10,15
1,"['most', 'some', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,18,15
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,15
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,15
0,"['some', 'some', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,11,15
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,15
0,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,21,15
1,"['some', 'some', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,11,15
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,15
1,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,18,15
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,15
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,15
0,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,14,14
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,14
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,14
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,14
0,"['all', 'some', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,26,14
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,14
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,14
1,"['some', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,12,14
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,14
0,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,14
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,14
0,"['some', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,14,14
0,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,14
0,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,26,14
0,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,10,14
1,"['some', 'most', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,12,14
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,26,14
0,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,14
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,14
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,12,14
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,13
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,13
0,"['some', 'most', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,12,13
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,13
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,23,13
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,13
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,13
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,13
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,13
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,13
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,13
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,13
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,13
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,13
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,13
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,13
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,24,13
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,13
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,13
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,13
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,12
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,12
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,12
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,12
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,12
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,20,12
0,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,21,12
0,"['some', 'some', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,11,12
1,"['some', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,10,12
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,12
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,20,12
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,10,12
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,12
0,"['some', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,11,12
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,12
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,21,12
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,12
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,10,12
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,20,12
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,11
0,"['some', 'none', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,8,11
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,11
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,11
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,11
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,11
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,11,11
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,11
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,11
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,11
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,11
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,11
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,11
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,11
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,11
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,11
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,11
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,11
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,27,11
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,11
0,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,20,10
0,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,10
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,10
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,10
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,10
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,24,10
0,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,10
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,10
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,10
0,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,14,10
0,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,10,10
0,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,10
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,10
0,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,10
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,10
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,10
1,"['some', 'all', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,14,10
0,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,10
0,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,10
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,10
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,9
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,9
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,9
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,9
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,10,9
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,9
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,9
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,11,9
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,9
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,9
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,9
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,27,9
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,9
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,9
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,29,9
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,9
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,9
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,9
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,9
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,9
0,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,8
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,8
1,"['some', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,15,8
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,8
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,8
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,8
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,8
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,8
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,8
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,29,8
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,22,8
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,8
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,8
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,8
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,8
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,8
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,8
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,8
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,8
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,7
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,7
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,12,7
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,7
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,7
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,7
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,7
1,"['some', 'all', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,14,7
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,7
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,7
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,7
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,7
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,7
0,"['some', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,11,7
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,7
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,7
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,7
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,7
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,7
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,6
1,"['some', 'some', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,11,6
0,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,20,6
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,10,6
1,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,6
0,"['some', 'none', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,8,6
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,20,6
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,16,6
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,6
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,6
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,6
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,6
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,21,6
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,6
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,12,6
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,6
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,20,6
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,6
0,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,6
0,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,5
0,"['some', 'some', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,11,5
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,5
